Mean_x,Mean_y,Mean_z,Var_x,Var_y,Var_z,Max_x,Max_y,Max_z,Min_x,Min_y,Min_z,Mean_Low_x,Mean_Low_y,Mean_Low_z,Mean_High_x,Mean_High_y,Mean_High_z,Mean_x1,Mean_y1,Mean_z1,Var_x1,Var_y1,Var_z1,Max_x1,Max_y1,Max_z1,Min_x1,Min_y1,Min_z1,Mean_Low_x1,Mean_Low_y1,Mean_Low_z1,Mean_High_x1,Mean_High_y1,Mean_High_z1
0.8215775979755592,0.8329542503246415,0.8351771384810034,0.021139901156397755,0.019428068662396315,0.018862093628522845,0.9929577464788732,0.9929577464788732,0.9929577464788732,0.176056338028169,0.23943661971830985,0.2323943661971831,0.27543035993740217,0.26760563380281693,0.2941431092464955,0.9929577464788734,0.9929577464788734,0.9929244497719175,0.8215775979755592,0.8329542503246415,0.8351771384810034,0.021139901156397755,0.019428068662396315,0.018862093628522845,0.9929577464788732,0.9929577464788732,0.9929577464788732,0.176056338028169,0.23943661971830985,0.2323943661971831,0.27543035993740217,0.26760563380281693,0.2941431092464955,0.9929577464788734,0.9929577464788734,0.9929244497719175
0.8681849984504991,0.8668899735392974,0.8889474123340241,0.0073665852558483765,0.00841504279528199,0.003198274961278879,0.9915611814345991,0.9915611814345991,0.9746835443037974,0.38396624472573837,0.3050847457627119,0.25316455696202533,0.4344859233831557,0.3700564971751412,0.44173281842237005,0.9887303630599061,0.9901249135855443,0.9690576652601969,0.04660740047493994,0.03393572321465588,0.05377027385302069,-0.01377331590054938,-0.011013025867114324,-0.015663818667243964,-0.0013965650442741007,-0.0013965650442741007,-0.018274202175075804,0.20790990669756937,0.06564812604440204,0.02077019076484224,0.15905556344575356,0.10245086337232429,0.14758970917587455,-0.004227383418967223,-0.002832832893329029,-0.02386678451172064
0.871979476994373,0.8758382749326139,0.8832786683690358,0.012445940699967826,0.010390928026522734,0.009158532537299586,0.9962406015037594,0.9962406015037594,0.9924528301886792,0.06415094339622641,0.06415094339622641,0.06792452830188679,0.14456424079065588,0.14577954319761668,0.12414526883245851,0.9899560221307987,0.9912091549628789,0.9761810185841964,0.003794478543873825,0.008948301393316482,-0.005668743964988288,0.005079355444119449,0.0019758852312407437,0.005960257576020707,0.004679420069160223,0.004679420069160223,0.017769285884881802,-0.31981530132951197,-0.24093380236648548,-0.18524002866013856,-0.28992168259249984,-0.22427695397752453,-0.31758754958991153,0.0012256590708925597,0.0010842413773345383,0.007123353323999493
0.8629354261324514,0.850601725641378,0.8609763183257608,0.0123222662117687,0.017036432326644552,0.01673925856048802,0.9962825278810409,0.9888888888888889,0.9888888888888889,0.26666666666666666,0.14074074074074075,0.08888888888888889,0.28963238331268065,0.18765432098765433,0.15555555555555556,0.9938179815503236,0.9888888888888889,0.9888751204736335,-0.009044050861921504,-0.025236549291235866,-0.022302350043274966,-0.00012367448819912592,0.006645504300121818,0.007580726023188435,4.1926377281509275e-05,-0.007351712614870443,-0.0035639412997903186,0.20251572327044026,0.07658979734451433,0.0209643605870021,0.14506814252202477,0.04187477779003765,0.03141028672309705,0.0038619594195249407,-0.0023202660739899406,0.012694101889437093
0.7864758872367569,0.7805365246669594,0.7951081728255641,0.035304103695054184,0.04156732053141211,0.03362127157081649,0.996031746031746,0.996031746031746,0.996031746031746,0.09523809523809523,0.027777777777777776,0.047619047619047616,0.1149016040320388,0.06084656084656084,0.10293410293410293,0.9947194512411904,0.9947194512411904,0.996031746031746,-0.07645953889569457,-0.0700652009744186,-0.0658681455001967,0.022981837483285486,0.024530888204767554,0.016882013010328472,-0.0002507818492948344,0.0071428571428571175,0.0071428571428571175,-0.17142857142857143,-0.11296296296296297,-0.041269841269841276,-0.17473077928064185,-0.1268077601410935,-0.052621452621452625,0.0009014696908667963,0.005830562352301505,0.007156625558112584
0.8125453567035671,0.8083911710440638,0.8294832139497866,0.02808645982451152,0.02907111198368278,0.021313700782955407,0.9926470588235294,0.996309963099631,0.9889705882352942,0.02214022140221402,0.02214022140221402,0.2140221402214022,0.11931119311193113,0.12423124231242312,0.26691266912669126,0.9914125244193618,0.9938680269155634,0.9865196078431374,0.026069469466810213,0.02785464637710433,0.034375041124222516,-0.007217643870542665,-0.012496208547729325,-0.012307570787861086,-0.003384687208216608,0.00027821706788500045,-0.007061157796451889,-0.0730978738358812,-0.005637556375563756,0.16640309260235459,0.00440958907989232,0.06338468146586228,0.16397856619258833,-0.0033069268218286485,-0.0008514243256270149,-0.009512138188608632
0.7833553013798115,0.7866592229484388,0.8107532679738559,0.0309019781505834,0.02684964306024933,0.02191417422875104,0.9926470588235294,0.9926470588235294,0.9926470588235294,0.07352941176470588,0.11764705882352941,0.3088235294117647,0.12745098039215685,0.178921568627451,0.3137254901960784,0.9926470588235294,0.9901960784313726,0.9926470588235294,-0.029190055323755626,-0.021731948095624953,-0.018729945975930695,0.002815518326071881,-0.002221468923433452,0.0006004734457956337,0.0,-0.0036629042761016084,0.003676470588235281,0.051389190362491864,0.09550683742131538,0.09480138919036252,0.008139787280225727,0.05469032631502789,0.04681282106938717,0.0012345344041676531,-0.0036719484841908345,0.006127450980392024
0.8098939217963605,0.8183097726895636,0.8469621149272719,0.026190385440348976,0.022190362334825235,0.013767815762081958,0.991869918699187,0.9959349593495935,0.9959349593495935,0.02032520325203252,0.036585365853658534,0.02032520325203252,0.0934959349593496,0.07859078590785908,0.18157181571815717,0.991869918699187,0.9945799457994581,0.9932249322493224,0.026538620416549086,0.0316505497411248,0.036208846953415974,-0.004711592710234424,-0.004659280725424094,-0.008146358466669083,-0.0007771401243424902,0.0032879005260640914,0.0032879005260640914,-0.053204208512673365,-0.08106169296987087,-0.2884983261597322,-0.03395504543280725,-0.10033078271959193,-0.13215367447792126,-0.0007771401243424902,0.004383867368085492,0.000577873425792963
0.8208489955344896,0.8137341869370108,0.834753409477414,0.022693253446667946,0.027478278129689962,0.020677454125801534,0.9959349593495935,0.9959514170040485,0.9959349593495935,0.13821138211382114,0.016260162601626018,0.1910569105691057,0.15447154471544716,0.07845912467221838,0.23813677408029144,0.9932249322493224,0.9945854316842763,0.9959349593495935,0.010955073738129095,-0.004575585752552791,-0.01220870544985786,-0.0034971319936810304,0.005287915794864727,0.006909638363719576,0.004065040650406582,1.6457654455015458e-05,0.0,0.11788617886178862,-0.020325203252032516,0.17073170731707318,0.06097560975609756,-0.00013166123564069265,0.056564958362134266,0.0013550135501354532,5.485884818190456e-06,0.0027100271002711285
0.877086539533846,0.8744759116761464,0.8865399799263972,0.008572593095305305,0.009401615106035611,0.004907776065416328,0.9959016393442623,0.9918032786885246,0.9836065573770492,0.1598360655737705,0.15163934426229508,0.20901639344262296,0.1896453663432586,0.19234415077506414,0.3366789338686294,0.9890710382513661,0.9918032786885246,0.9781420765027322,0.05623754399935632,0.06074172473913553,0.05178657044898316,-0.01412066035136264,-0.01807666302365435,-0.015769678060385206,-3.332000533118329e-05,-0.004148138315523964,-0.012328401972544367,0.021624683459949362,0.13537918166066906,0.017959482873517257,0.035173821627811436,0.11388502610284576,0.09854215978833797,-0.004153893997956293,-0.0027821529957516855,-0.017792882846861313
